Title,Nom_source,Type_source,Periodiscite,Couverture_geographique,Date,rapport_GIEC
_ La COP22 plombée par Trump,Le Figaro,Presse • Journaux,Quotidien,Nationale,2016-11-19,AR5 Synthesis Report: Climate Change 2014
_ Une étude revoit à la hausse l_élévation du niveau de la mer d_ici à 2100,Le Monde,Presse • Journaux,Quotidien,Internationale,2016-04-01,AR5 Synthesis Report: Climate Change 2014
_ Paris-Saclay _ une équipe du Giec accueillie à l_école normale supérieure,Les Echos (site web),Presse • Presse Web,En continu,Nationale,2023-12-22,AR6 Synthesis Report: Climate Change 2023
_ Des experts à deux casquettes,Libération,Presse • Journaux,Quotidien,Nationale,2007-01-29,2006 IPCC Guidelines for National Greenhouse Gas Inventories
_ Valérie Masson-Delmotte_Climatologue_ membre du Giec__,La Croix,Presse • Journaux,Quotidien,Nationale,2013-10-03,AR5 Climate Change 2013: The Physical Science Basis
_ Le Giec alerte sur l_insécurité alimentaire,Charente Libre,Presse • Journaux,Quotidien,Régionale,2014-04-01,AR5 Climate Change 2014: Mitigation of Climate Change
_ Sweep prend la mesure des émissions carbone,Le Point.fr,Presse • Presse Web,En continu,Nationale,2022-11-17,AR6 Climate Change 2022: Mitigation of Climate Change
_ L_oubli du froid dans le réchauffement climatique,La Tribune (France),Presse • Journaux,Quotidien,Nationale,2007-02-05,2006 IPCC Guidelines for National Greenhouse Gas Inventories
_ Saisons plus torrides et plus humides,Libération,Presse • Journaux,Quotidien,Nationale,2003-02-20,TAR Climate Change 2001: Synthesis Report
_ Une experte du climat à la Fête de la science,Ouest-France,Presse • Journaux,Quotidien,Régionale,2024-10-04,AR6 Synthesis Report: Climate Change 2023
_ Le réchauffement planétaire s_accroît à un rythme sans précédent,Le Monde,Presse • Journaux,Quotidien,Internationale,2023-06-10,AR6 Synthesis Report: Climate Change 2023
_ La communauté internationale doit aider l_Afrique à sortir de la double peine climatique,La Tribune (France),Presse • Journaux,Quotidien,Nationale,2021-10-30,AR6 Climate Change 2021: The Physical Science Basis
_ Le climat_ un _défi global mais des solutions locales_,Libération,Presse • Journaux,Quotidien,Nationale,2024-10-18,AR6 Synthesis Report: Climate Change 2023
_ Le Royaume-Uni s_autoproclame leader de la lutte contre les dangers de l_IA,Le Figaro (site web),Presse • Presse Web,En continu,Nationale,2023-11-01,AR6 Synthesis Report: Climate Change 2023
_ Climat _ les impacts réels du réchauffement,Le Figaro,Presse • Journaux,Quotidien,Nationale,2014-03-31,"AR5 Climate Change 2014: Impacts, Adaptation, and Vulnerability"
_ Sur le climat_ les décideurs politiques doivent aussi dénoncer le discours de la _ post-vérité _ _,Le Monde,Presse • Journaux,Quotidien,Internationale,2017-02-08,AR5 Synthesis Report: Climate Change 2014
_ Comprendre le réchauffement,Le Monde,Presse • Journaux,Quotidien,Internationale,2015-11-30,AR5 Synthesis Report: Climate Change 2014
_ Paris accueille le grand sommet du climat,Le Figaro,Presse • Journaux,Quotidien,Nationale,2007-01-29,2006 IPCC Guidelines for National Greenhouse Gas Inventories
_ COP28 _ pendant qu_on cause à Dubaï_ la glace des pôles craque en accéléré,Sud Ouest (site web),Presse • Presse Web,En continu,Régionale,2023-11-30,AR6 Synthesis Report: Climate Change 2023
_ Ils ont défriché ensemble le rapport du Giec,Ouest-France,Presse • Journaux,Quotidien,Régionale,2022-10-10,AR6 Climate Change 2022: Mitigation of Climate Change
_ Climat _ vers un changement majeur _ par Edouard Bard,Le Monde,Presse • Journaux,Quotidien,Internationale,2002-11-13,TAR Climate Change 2001: Synthesis Report
_ Ces jeunes identitaires qui virent au vert,Le Monde (site web),Presse • Presse Web,En continu,Internationale,2022-12-24,AR6 Climate Change 2022: Mitigation of Climate Change
_ Les pays riches doivent se passer des énergies fossiles d_ici 2040_ selon des scientifiques,AFP Infos Mondiales,Presse • Fils de presse,En continu,Internationale,2023-12-08,AR6 Synthesis Report: Climate Change 2023
_ Crise climatique__ sécheresses_ cyclones_ et pluies plus intenses attendues à La Réunion et dans l,Le Monde (site web),Presse • Presse Web,En continu,Internationale,2022-11-06,AR6 Climate Change 2022: Mitigation of Climate Change
_ Climat _ un Sud-Coréen prend la tête du Giec,Le Figaro,Presse • Journaux,Quotidien,Nationale,2015-10-08,AR5 Synthesis Report: Climate Change 2014
_ L_Europe doit être unie et organisée Une gouvernance rénovée Cette transition exige de l_argent et,l'Humanité,Presse • Journaux,Quotidien,Nationale,2014-11-13,AR5 Synthesis Report: Climate Change 2014
_ Réchauffement climatique _ les premiers avertissements dès la fin des années 50,Le Figaro (site web),Presse • Presse Web,En continu,Nationale,2022-11-19,AR6 Climate Change 2022: Mitigation of Climate Change
_ Réchauffement climatique _ les scientifiques alertent_ les opinions s_inquiètent_ les Etats tempor,Le Monde,Presse • Journaux,Quotidien,Internationale,2010-01-14,AR4 Climate Change 2007: Synthesis Report
_ Une année 2007 rythmée par l_actualité climatique,Les Echos,Presse • Journaux,Quotidien,Nationale,2007-12-03,AR4 Climate Change 2007: Synthesis Report
_ L_intensité des tempêtes tropicales augmente avec le réchauffement_ mais pas forcément leur nombre,Le Figaro,Presse • Journaux,Quotidien,Nationale,2024-01-16,AR6 Synthesis Report: Climate Change 2023
_ COP27__ les chaînes à l_heure de l_urgence climatique,TV Mag (site web),Presse • Presse Web,En continu,Nationale,2022-11-06,AR6 Climate Change 2022: Mitigation of Climate Change
_ L_étrange pause du réchauffement des océans,Les Echos,Presse • Journaux,Quotidien,Nationale,2008-04-08,AR4 Climate Change 2007: Synthesis Report
_ L_agriculture doit composer avec le climat,La Nouvelle République du,Presse • Journaux,Quotidien,Régionale,2023-10-09,AR6 Synthesis Report: Climate Change 2023
_ Vent d_optimisme sur les énergies vertes,l'Humanité,Presse • Journaux,Quotidien,Nationale,2011-05-12,Renewable Energy Sources and Climate Change Mitigation
_ _Les pétroliers prévoient de produire deux fois plus que ce qu_impose l_accord de Paris_,L'Usine Nouvelle (site web),Presse • Presse Web,En continu,Nationale,2023-12-07,AR6 Synthesis Report: Climate Change 2023
_ L_exécutif entend afficher sa fermeté face aux militants écologistes radicaux,Le Monde,Presse • Journaux,Quotidien,Internationale,2022-11-04,AR6 Climate Change 2022: Mitigation of Climate Change
_ Élévation du niveau de la mer__ __Il faut penser maintenant à des relocalisations__,Le Point.fr,Presse • Presse Web,En continu,Nationale,2023-11-12,AR6 Synthesis Report: Climate Change 2023
_ Ces nouvelles alliances qui fleurissent autour de la transition écologique,La Tribune (France),Presse • Journaux,Quotidien,Nationale,2024-10-22,AR6 Synthesis Report: Climate Change 2023
_ L_accord à la COP 28 sur la sortie des énergies fossiles fait couler beaucoup d_encre,RiskAssur (site web),Presse • Presse Web,En continu,Nationale,2023-12-15,AR6 Synthesis Report: Climate Change 2023
_ CLIMAT LIBÉ TOUR On recommence _,Libération,Presse • Journaux,Quotidien,Nationale,2023-12-30,AR6 Synthesis Report: Climate Change 2023
_ Les migrations climatiques_ nouvelle _monnaie d_échange_ géopolitique _expert du Giec_,AFP Infos Mondiales,Presse • Fils de presse,En continu,Internationale,2023-11-10,AR6 Synthesis Report: Climate Change 2023
_ Militants écolos _ le carburant de leur radicalité_ c_est notre inaction,Libération,Presse • Journaux,Quotidien,Nationale,2022-10-18,AR6 Climate Change 2022: Mitigation of Climate Change
_ _La décennie 2000 est la plus chaude_,Libération,Presse • Journaux,Quotidien,Nationale,2013-09-20,AR5 Climate Change 2013: The Physical Science Basis
_ Comment Total a choisi d_ignorer son impact sur le climat,Le Monde,Presse • Journaux,Quotidien,Internationale,2021-10-21,AR6 Climate Change 2021: The Physical Science Basis
_ L_adaptation au réchauffement climatique largement sous-financée,Le Monde,Presse • Journaux,Quotidien,Internationale,2023-11-04,AR6 Synthesis Report: Climate Change 2023
_ Accusé de harcèlement_ le patron du Giec démissionne,Le Figaro,Presse • Journaux,Quotidien,Nationale,2015-02-25,AR5 Synthesis Report: Climate Change 2014
_ Dans l_Arctique_ le réchauffement a des effets plus forts que prévu,Le Monde,Presse • Journaux,Quotidien,Internationale,2007-12-14,AR4 Climate Change 2007: Synthesis Report
_ Sénégal_ craintes pour le tourisme et l_extraction du sel au lac Rose,AFP - Journal Internet AFP,Presse • Fils de presse,En continu,Internationale,2022-11-02,AR6 Climate Change 2022: Mitigation of Climate Change
_ Le réchauffement climatique_ une menace majeure et croissante,Le Monde,Presse • Journaux,Quotidien,Internationale,2022-10-14,AR6 Climate Change 2022: Mitigation of Climate Change
_ COP 26 On prend la température,Libération,Presse • Journaux,Quotidien,Nationale,2021-10-28,AR6 Climate Change 2021: The Physical Science Basis
_ Climat _ l_objectif de _ 1_5 _C est-il obsolète _,Le Monde,Presse • Journaux,Quotidien,Internationale,2022-11-16,AR6 Climate Change 2022: Mitigation of Climate Change
_ Climat _ le Giec toujours plus pessimiste,Les Echos,Presse • Journaux,Quotidien,Nationale,2013-09-23,AR5 Climate Change 2013: The Physical Science Basis
_ Des mondes en évolution,Les Echos (site web),Presse • Presse Web,En continu,Nationale,2022-10-14,AR6 Climate Change 2022: Mitigation of Climate Change
_ Giec _ un sigle_ trois approches,Les Echos,Presse • Journaux,Quotidien,Nationale,2014-05-12,AR5 Climate Change 2014: Mitigation of Climate Change
_ Valérie Masson-Delmotte_ huit ans de __marathon__ au Giec,La Croix,Presse • Journaux,Quotidien,Nationale,2023-07-28,AR6 Synthesis Report: Climate Change 2023
_ Qui aurait pu prévoir _,l'Humanité,Presse • Journaux,Quotidien,Nationale,2023-11-21,AR6 Synthesis Report: Climate Change 2023
_ L_agriculture_ victime et cause du réchauffement climatique,La Tribune (France),Presse • Journaux,Quotidien,Nationale,2016-11-10,AR5 Synthesis Report: Climate Change 2014
_ Guingamp Un atelier pour comprendreles enjeux du réchauffement,Le Télégramme (Bretagne),Presse • Journaux,Quotidien,Régionale,2021-11-05,AR6 Climate Change 2021: The Physical Science Basis
_ Dix grandes dates de la mobilisation internationale sur le climat,AFP Infos Mondiales,Presse • Fils de presse,En continu,Internationale,2023-11-28,AR6 Synthesis Report: Climate Change 2023
_ Les grands enseignements du rapport,l'Humanité,Presse • Journaux,Quotidien,Nationale,2013-09-30,AR5 Climate Change 2013: The Physical Science Basis
_ Rajendra Pachauri _ _ Ma supplique aux dirigeants _ étudiez la science climatique _ _,Le Monde,Presse • Journaux,Quotidien,Internationale,2011-07-21,Renewable Energy Sources and Climate Change Mitigation
_ Cameroun__ une start-up parie sur la séquestration de carbone grâce au biochar,Le Point.fr,Presse • Presse Web,En continu,Nationale,2022-11-29,AR6 Climate Change 2022: Mitigation of Climate Change
_ Les chaleurs extrêmes devraient faire cinq fois plus de victimes dans le monde d_ici 2050,Les Echos (site web),Presse • Presse Web,En continu,Nationale,2023-11-15,AR6 Synthesis Report: Climate Change 2023
